,text,Onlynouns,selectednouns
0,"	職員・臨時職員の採用について質問いたしますは少子高齢社会に対応した職員採用です国勢調査の結果での高齢単身世帯が一般世帯の.で,世帯と報じられましたまた世帯が.の,世帯でした地方分権の流れは地域の特性を生かした政策執行が求められていると伺っておりますさらに総務高齢対策は高齢の約近くは比較的健康で自立した生活をしており働くに幸福を抱くとしています市の基本構想に想定された基礎数値が変化した現在採用する職員も少子高齢社会に対応する方法を検討されるべきと思います見解を求めます","['', '職員', '臨時職員', '採用', '少子高齢社会', '対応', '職員採用', '国勢調査', '結果', '高齢単身世帯', '一般世帯', ',世帯', '世帯', ',世帯', '地方分権', '流れ', '地域', '特性', '政策執行', '総務高齢対策', '高齢', '近く', '健康', '自立', '生活', '幸福', '市', '基本構想', '想定', '基礎数値', '変化', '現在採用', '職員', '少子高齢社会', '対応', '方法', '検討', '見解']",
1,は現業から現業の異動について伺います例えばの運転が学校の用務員に異動できるかどうか職種と異動について規則があるかどうか伺います市の職員採用については採用試験の方法を導入しています現業採用でも試験を受けるによって一般事務職に異動できる仕組みではありますが感情に仕事に向いていないとなるとお仕事をされている職員のは苦痛を強いられてしまいます職場を異動したいという職員の対応について伺います,"['現業', '現業', '異動', '運転', '学校', '用務員', '異動', '職種', '異動', '規則', '市', '職員採用', '採用試験', '方法', '導入', '現業採用', '試験', '一般事務職', '異動', '仕組み', '感情', '仕事', '仕事', '職員の', '苦痛', '職場', '異動', '職員', '対応']",
2,"は臨時職員の時給の基準は何かについてです予算編成が佳境に入っているではないかと推測いたします国はいざなぎ景気を上回る景気が続いているとしていますが一般社会は実感しているかどうかかえって実質な給料は下がっているとする向きもございますそんな社会状況のにあって組合臨時職員の時給は保健賃金は,このに募集されますこれは妥当だと思いますそれに比べて西東京公民館専門の時給は,西東京図書館嘱託は,西東京西原総合教育施設嘱託は,この基準が何かをお示しいただきたいと思います","['臨時職員', '時給', '基準', '予算編成', '佳境', '推測', '国', 'いざなぎ景気', '景気', '一般社会', '実感', '実質', '給料', '向き', '社会状況', '組合臨時職員', '時給', '保健賃金', ',', '募集', '妥当', '西東京公民館専門', '時給', ',西東京図書館嘱託', ',西東京西原総合教育施設嘱託', ',', '基準']",
3,第は石川島播磨重工業跡地について質問いたします第は１月に出された協議図面から７月には医療法人徳洲から計画変更が示されました一般としては民間が進める計画ですから都に計画変更すればこのに簡単に変更するが可能なだと思いますがいかがでしょうかこのについては市の見解を求めたいと思います地域の市民はなぜ市が関与できないかと詰問をいたします変更の流れについて業者から市に相談が来るになっているかどうかこの流れを含めて御説明を願いたいと思います,"['石川島播磨重工業跡地', '1月', '協議図面', '7月', '医療法人徳洲', '計画変更', '一般', '民間', '計画', '都', '計画変更', '簡単', '変更', '可能', 'いかが', '市', '見解', '地域', '市民', '市', '関与', '詰問', '変更', '流れ', '業者', '市', '相談', '流れ', '説明']",
4,は「ご近所の皆様へ」という石川の御案内で去る月に解体工事と開発計画の説明が開催をされました御参加をされたかに伺ってまいりましたら建物の構造そのものや日程は理解したというとさらには聞いても自分のをただ知ってほしいというな内容で説明しているとしか感じられないというなもいらっしゃいます先日の同僚議員は石川のは石川でという市の見解を確認されたというな認識をいたしますが私は市が中心になって地区計画を決定した経緯から住民に市が説明する責任を負っていると考えておりますオープンハウス方式の説明は開催をされましたしかし住民はまだ納得をしているという状況ではないと感じております私も納得しておりません市は再度住民説明を行うべきと提言いたしますが答弁を求めます,"['近所', '石川', '案内', '月', '解体工事', '開発計画', '説明', '開催', '参加', '建物', '構造そのもの', '日程', '理解', '自分の', '内容', '説明', '先日', '石川の', '石川', '市', '見解', '確認', '認識', '市', '中心', '地区計画', '決定', '経緯', '住民', '市', '説明', '責任', 'オープンハウス方式', '説明', '開催', '住民', '納得', '状況', '納得', '市', '住民説明', '提言']",
5,は周辺道路の問題と解決についてです私にも開発地域の道路整備は図面から多少は読み取れますで周辺の方々密着した周辺と若干離れている周辺の方々整備されるであればどうせならこの機会にできるの整備をしてほしいと望んでいます例えば中央から向台東に出る手前のカーブはクランクで危険だという地域住民の意見がございますこのな住民の意向を酌み周辺道路の整備を一緒に取り組めないかどうかをお伺いいたします,"['周辺道路', '問題', '解決', '開発地域', '道路整備', '図面', '周辺', '方々密着', '周辺', '若干', '周辺', '方々整備', '機会', 'の整備', '中央', '向台東', '手前', 'カーブ', 'クランク', '危険', '地域住民', '意見', '住民', '意向', '周辺道路', '整備', '一緒']","['周辺道路', '道路整備', '周辺道路']"
6,第は交通安全対策について伺いますは旧たと旧たに信号の設置を求めます去る月にセダンとボックスカーの車同士が衝突をいたしましたセダンが突っ込みボックスカーが横転するという大事故でございましたちょうど私も通りかかったなので現場を検証いたしました地域のが横転をした車からおを救出されておられました幸い一命は取りとめるができました３月にも大きな事故がございましたともに信号があれば起きなかった事故だったと地域の方々はおっしゃっておられます当該に対する警察の見解は交通が多少少ないとあるでございますが私は構造の問題があると見ております信号の設置ができなければ悲劇は繰り返されると想像いたします私は東京の担当のへ地元の自治会長と御一緒して要請してまいりました市も積極に警察に働きかける求めるでございます,"['交通安全対策', '信号', '設置', '月', 'セダン', 'ボックスカー', '車同士', '衝突', 'セダン', '突っ込みボックスカー', '横転', '事故', '現場', '検証', '地域の', '横転', '車', '救出', '幸い一命', '3月', '事故', 'とも', '信号', '事故', '地域', '方々', '当該', '警察', '見解', '交通', '構造', '問題', '信号', '設置', '悲劇', '想像', '東京', '担当の', '地元', '自治会長', '一緒', '要請', '市', '積極', '警察']",['交通']
7,第は向台東は通学に指定できないかであります実はこの通りは通学に指定されています指定されていますがこの道路を一定時間ふさいでしまうと朝の車の交通動がなくなってしまいますこれが車の論理でございます車は少し時間をかけて別な道路を使って走れば通学している子どもよりも車のが優先されるというはなくなるです勇気を持てこの交通規制をとる市は警察に働きかけるべきと思いますが見解を求めます,"['向台東', '通学', '指定', '通り', '通学', '指定', '指定', '道路', '一定時間', '朝', '車', '交通動', '車', '論理', '車', '時間', '別', '道路', '通学', '子ども', '車の', '優先', '勇気', '交通規制', '市', '警察', '見解']",['通り']
8,は市街の新町からへ歩行専用の信号を設置すべきについてであります先日の同僚議員のとちょっと違いますけれども当地は市街の車の信号がございますがここを横断する歩行が何を頼りにしてよいかわからないわからないけれども目の前の車がとまっていたりいなかったりすると勝手に横断をするすると五日市方面から新宿方面に向かう車がクラクションを鳴らして左折してくるというな光景がよく見られます当地においても東京へ働きかけてまいりました東京の見解は現状を確認したという御返事をいただきましてどうもこの信号設置については好感を持てるな方法で進んでいくに伺っておりますぜひとも市も要請する求めます,"['市街', '新町', '歩行専用', '信号', '設置', '先日', '当地', '市街', '車', '信号', '横断', '歩行', '頼り', '目', '前', '車', '勝手', '横断', '五日市方面', '新宿方面', '車', 'クラクション', '左折', '光景', '当地', '東京', '東京', '見解', '現状', '確認', '御返事', '信号設置', '好感', '方法', '市', '要請']","['横断', '横断']"
9,は五軒家と南芝久保の合流地点は横断歩道か点滅信号が必要と思います大型マンションや戸建て住宅などが建設されたにより人の流れ動が変わってきました道が狭いので人は大型マンションの角から反対の歩道へ渡ろうとしますまた渡っていますここは人の流れが自然の流れでこのにできてしまいましたやめろと言っても恐らく解決にはなりませんのでさくをするとか渡らないにしないは横断歩道か点滅信号をつけて人の安全を保つべきだと思います設置を求めます答弁を求めます,"['五軒家', '南芝久保', '合流地点', '横断歩道', '点滅信号', '必要', '大型マンション', '戸建て住宅', '建設', '人', '流れ動', '道', '人', '大型マンション', '角', '反対', '歩道', '人', '流れ', '自然', '流れ', '解決', 'さく', '横断歩道', '点滅信号', '人', '安全', '設置']",
10,第は都市計画と溢水対策について伺いますマンション建設と溢水地域増加の関連についてお伺いいたしますが市の資料によりますと平成はの溢水地域はの溢水地域はの溢水地域と順次拡大をしてきていますテレビなどでも都市水害として舗装された結果によって雨水が土にしみ込むが変わってきたなを報じていましたこの水の出る一部住民のにお話を伺いますとどこどこにマンションができてからここに水があふれるになってきたとかマンホールから水が噴き出すになってきたとかそういうに御説明をされます検証しているではございませんがそういうお話を耳にする耳にするというになれば市も調査すべきと考えておりますいかがでございましょうか最近くらいを集約して溢水地域とマンション建設の場所を地図に落として比べてみるというはいかがでございましょうか市としての取り組みお考えをお聞かせ願いたいと思います,"['都市計画', '溢水対策', 'マンション建設', '溢水地域増加', '関連', '市', '資料', '平成', '溢水地域', '溢水地域', '溢水地域', '拡大', 'テレビ', '都市水害', '舗装', '結果', '雨水', '土', '水', '一部住民の', 'お話', 'どこどこ', 'マンション', '水', 'マンホール', '水', '説明', '検証', 'お話', '耳', '耳', '市', '調査', 'いかが', '最近', '集約', '溢水地域', 'マンション建設', '場所', '地図', 'いかが', '市', '考え']","['都市計画', '溢水対策']"
11,"第は乳幼児医療助成制度の拡大について伺います都が中学までの医療補助を来年度から実施するについて市の考え方をお聞きするでございます私公明党のの議員などは乳幼児医療助成制度の対象を中学校まで拡大するなどの要望を９月に,名分の署名を持って都知事に提出してまいりました同席した都福祉保健局長は「皆さんの声を受けとめて少子化対策の一環として検討していきたい」と回答されましたそれがすぐ効果を発揮するではございませんが月に都は中学までの所得制限はあるがを市と分担して補助する制度を発表いたしましたこの呼吸が合うというかうまくいったなと思いますが市は積極に市民にＰＲして漏れのないに展開すべきと思います市長の積極な答弁を求めたいと思います","['乳幼児医療助成制度', '拡大', '都', '中学', '医療補助', '来年度', '実施', '市', '考え方', '私公明党', '乳幼児医療助成制度', '対象', '中学校', '拡大', '要望', '9月', ',名分', '署名', '都知事', '提出', '同席', '都福祉保健局長', '皆さん', '声', '少子化対策', '一環', '検討', '回答', '効果', '発揮', '月', '都', '中学', '所得制限', '市', '分担', '補助', '制度', '発表', '呼吸', '市', '積極', '市民', 'PR', '漏れ', '展開', '積極']",
12,第は福祉会館や地区会館にエレベーターの設置を求めるであります申し上げるまでもなく地域のコミュニティ施設の高齢対策を充実するは重要です福祉会館のかえではユニバーサルデザインの導入でエレベーターを設置いたします市の施策の方向で新しいはそうなっていくだと考えますが福祉会館などに来られて御高齢のが手すりにつかまりながら時間をかけて階段を上られているお姿を見ると福祉施策とは名ばかりだなと考えさせられるが多々ございます比較的御高齢のが利用される既存のの福祉会館や地区会館などにもエレベーターをつけるべきだと思います見解を求めます,"['福祉会館', '地区会館', 'エレベーター', '設置', '地域', 'コミュニティ施設', '高齢対策', '充実', '重要', '福祉会館の', 'ユニバーサルデザイン', '導入', 'エレベーター', '設置', '市', '施策', '方向', '福祉会館', '高齢の', '手すり', '時間', '階段', '姿', '福祉施策', '名ばかり', '高齢の', '利用', '既存', '福祉会館', '地区会館', 'エレベーター', '見解']",
13,を第の質問とさせていただきます,[],
14,〔市長登壇〕,[],
15,	:◯市長（）議員の一般質問にお答えをいたします,[''],
16,まず職員・臨時職員の採用についてでございますけれども少子高齢社会の急速な進行は本市においても例外ではございませんこのな職員採用に当たりましては社会情勢に即した組織体制や行政運営の担い手となる人材の採用が図れる採用方法を検討してまいりたいと考えておりますまた職員の資質といたしましては日々変化する市民ニーズを的確に把握し効率に事務事業を執行する能力を有するを採用していきたいと考えておりますまた現業から現業への異動についてでございますけれども現業職場における技能労務の職種での異動は個々の事情に応じた例外な取り扱いとなっておりますが限定された配置管理の考え方を緩和し職員より一層の意欲の向上有用な人材の活用幅を広げるなどの視点からも今後は制度に向けて検討してまいります,"['職員', '臨時職員', '採用', '少子高齢社会', '急速', '進行', '市', '例外', '職員採用', '社会情勢', '組織体制', '行政運営', '担い手', '人材', '採用', '採用方法', '検討', '職員', '資質', '日々変化', '市民ニーズ', '的確', '把握', '効率', '事務事業', '執行', '能力', '採用', '現業', '現業', '異動', '現業職場', '技能労務', '職種', '異動', '個々', '事情', '例外', '取り扱い', '限定', '配置管理', '考え方', '緩和', '職員', '意欲', '向上有用', '人材', '活用幅', '視点', '今後', '制度', '検討']","['事務事業', '執行']"
17,続いて臨時職員の賃金単価についてでございますなどと市の臨時職員を比べてのお尋ねでございますけれども合併におきまして旧両市の単価をベースに調整して定めたと聞いております調整方法でございますが職種に民間の水準の平均単価ハローワークでの数値を参考にして労使協議を踏まえて決定したでございます,"['臨時職員', '賃金単価', '市', '臨時職員', 'お尋ね', '合併', '両市', '単価', 'ベース', '調整', '調整方法', '職種', '民間', '水準', '平均単価ハローワーク', '数値', '参考', '労使協議', '決定']",['ベース']
18,続いて石川島播磨に関連する御質問でございますけれども石川島播磨重工業跡地の開発に関する説明につきましては月火曜日でございますけれども午後から無工場会館において開発計画全般についてと地区の解体工事についての説明が行われ約ほどの参加があったとの報告を受けております跡地の開発計画の内容でございますけれども本年２月にお示しした土地利用計画の道路公園の配置や内容については基本には変更はございません各事業が計画する建物の事業計画については内容の変更が出てくるというに聞いておりますが詳細については検討とのであり今後計画建物の詳細に関する説明は別途開催すると聞いております市といたしましては地区計画建築制限条例を定めましたので各事業の計画が地区計画や条例に適合する指導してまいりたいと考えておりますが個別の開発内容に対しての市としての説明は予定しておりません,"['石川島播磨', '関連', '石川島播磨重工業跡地', '開発', '説明', '月火曜日', '午後', '工場会館', '開発計画全般', '地区', '解体工事', '説明', '参加', '報告', '跡地', '開発計画', '内容', '本年2月', '示し', '土地利用計画', '道路公園', '配置', '内容', '基本', '変更', '事業', '計画', '建物', '事業計画', '内容', '変更', '詳細', '検討', '今後計画建物', '詳細', '説明', '開催', '市', '地区計画建築制限条例', '事業', '計画', '地区計画', '条例', '適合', '指導', '個別', '開発内容', '市', '説明', '予定']",
19,ただこれまで周辺の方々からさまざまな要望をいただいておりますのでそれらの意見要望を踏まえ周辺住民の住環境に影響が少なくなる開発の協議を行ってまいる予定でございますまた住民の皆様からの相談窓口としましては都市計画で対応させていただき事業に対しましても総合な窓口の設置を要請してまいります,"['周辺', '方々', 'さまざま', '要望', '意見要望', '周辺住民', '住環境', '影響', '開発', '協議', '予定', '住民', '相談窓口', '都市計画', '対応', '事業', '総合', '窓口', '設置', '要請']","['周辺住民', '都市計画']"
20,続いて周辺道路の課題についてでございますけれども今までも御答弁いたしておりますが課題の把握などを行いまた近隣の方々の御意見も踏まえ具体な検討をしてまいりたいと考えております,"['周辺道路', '課題', '今', '課題', '把握', '近隣', '方々', '意見', '具体', '検討']",['周辺道路']
21,続いて交通安全対策でございますが交通安全対策についてか御質問いただきましたまず旧たのと旧たの交差点についてでございますけれども信号の設置を従前から田無警察に依頼しているでございます田無警察では当該交差点は「止まれ」の交通標識や停止も設置されており交通安全対策は十分なされているという見解を持ち合わせているでございますしかしながら事故も発生しているもあり信号の設置について田無警察へ引き続き要望をしていきたいと考えております,"['交通安全対策', '交通安全対策', '交差点', '信号', '設置', '従前', '田無警察', '依頼', '田無警察', '当該交差点', '交通標識', '停止', '設置', '交通安全対策', '十分', '見解', '事故', '発生', '信号', '設置', '田無警察', '要望']","['交差点', '田無警察', '田無警察', '田無警察']"
