,text,Onlynouns,selectednouns
0,	西武柳沢周辺のまちついて西武柳沢北口の都市計画道路保谷住吉は東京の第事業計画優先整備路線位置づけられ現在地元地権の方々含めた自主な勉強が行われていまた商店見据えた商業振興や消費地域生活よる一体なぎわい創出事業なると地域要望の取りまとめ取り組んでい東京の第事業計画の整備期間でさまざまな課題乗り越え整備着手べきとが整備着手へ向けてのついてまた西武柳沢の周辺環境ついては駅のバリアフリーも進み利用しやすい環境の駅前周辺はじめ富士街道の面整備は進んでいない歩行専用道路の午後午後除くの時間は自転車や歩行特車椅子の方々極めて危険な交通環境い都市計画道路の街路事業計画の事業着手富士街道の無電柱行い安全な道路環境確保すべきとが市の御見解ついて,"['', '西武柳沢周辺', 'まち', '西武柳沢北口', '都市計画道路保谷住吉', '東京', '事業計画優先整備路線', '現在地元地権', '方々', '自主', '勉強', '商店', '商業振興', '消費地域生活', '一体', '創出事業', '地域要望', '取りまとめ', '東京', '事業計画', '整備期間', 'さまざま', '課題', '整備着手', '整備着手', '西武柳沢', '周辺環境', '駅', 'バリアフリー', '利用', '環境', '駅前周辺はじめ富士街道', '面整備', '歩行専用道路', '午後午後', 'の時間', '自転車', '歩行特車椅子', '方々', '危険', '交通環境', '都市計画道路', '街路事業計画', '事業着手富士街道', '電柱行い安全', '道路環境確保', '市', '見解']",
1,次公園行政ついて公園整備が進んでいくで財源の確保が重要な課題で開発伴う金銭納付原資とみどり基金の充実は重要だと平成の運用の効果ついて,"['公園行政', '公園整備', '財源', '確保', '重要', '課題', '開発', '金銭納付原資', 'みどり基金', '充実', '重要', '平成', '運用', '効果']",['公園行政']
2,公園行政ついての都立東伏見公園ついて都立東伏見公園は芝生覆われた自由遊べるオープンスペースが子ども高齢多くの利用されてい多くのが利用してでたばこの吸い殻ついての苦情が多く寄せられており都立公園の喫煙の状況ついてどのな運用してのかついて,"['公園行政', '都立東伏見公園', '都立東伏見公園', '芝生', '自由', 'オープンスペース', '子ども高齢多く', '利用', '利用', '吸い殻', '苦情', '都立公園', '喫煙', '状況', '運用']","['公園行政', '喫煙']"
3,次保谷市民集会ついて保谷市民集会は保谷地域とって日常な生活ので集える貴重な集会施設でと認識しており保谷市民集会では子育てサークルや趣味のサークル活動自治やマンション管理組合老人の地域活動の場所子どもお年寄り多くの利用施設でと認識しており日ごろ施設予約管理協力との調整施設の運営御尽力は感謝してが地域コミュニティの活性や市民活動おける活動場所の提供市民交流施設は必要な施設で地域の方々とっても貴重な集会施設でとで施設の老朽や設備の経年劣化施設の抱える課題市民交流施設の適切な配置バランスの視点も今後近隣の学校や公共施設の活用都営住宅ＵＲの集会施設の活用も含め具体な対応検討し保谷市民集会の施設環境整えるべきとが市長の御見解ついて,"['次保谷市民集会', '保谷市民集会', '保谷地域', '日常', '生活', '貴重', '集会施設', '認識', '保谷市民集会', '子育てサークル', '趣味', 'サークル活動自治', 'マンション管理組合老人', '地域活動', '場所子ども', '年寄り多く', '利用施設', '認識', '施設予約管理協力', '調整施設', '運営', '尽力', '感謝', '地域コミュニティ', '活性', '市民活動', '活動場所', '提供市民交流施設', '必要', '施設', '地域', '方々', '貴重', '集会施設', '施設', '老朽', '設備', '経年劣化施設', '課題市民交流施設', '適切', '配置バランス', '視点', '今後近隣', '学校', '公共施設', '活用都営住宅UR', '集会施設', '活用', '具体', '対応検討', '保谷市民集会', '施設環境', '見解']",
4,次観光振興事業ついて観光振興の取り組みつきましてはこれも取り上げて新たな市民が増加傾向本市とりみずが暮らすまちの魅力知ってはまちの視点おいて大変重要な取り組みでとさら東京オリンピック・パラリンピック向けて交流人口が増加は地域経済の活性生み出す大切な要素でと平成以降本市が行ってきたカードラリーが今年度は広域さらパワーアップしたと感じており実際市民のカードラリーの実施予定や家族で回った話題伺うもまち歩き観光が周知されてきたと感じておりは本年度新た広域で始まったカードラリーついて主催で東京商工会連合及び各市との連携状況ついてまた本事業期待される効果ついてもあわせて,"['観光振興事業', '観光振興', '取り組み', '新た', '市民', '増加傾向', '市', 'まち', '魅力', 'まち', '視点', '大変重要', '取り組み', 'さら東京オリンピック', 'パラリンピック', '交流人口', '増加', '地域経済', '活性', '大切', '要素', '平成以降本市', 'カードラリー', '今年度', '広域さらパワーアップ', '市民', 'カードラリー', '実施予定', '家族', '話題', 'まち歩き観光', '周知', '年度新た広域', 'カードラリー', '主催', '東京商工会連合', '各市', '連携状況', '事業期待', '効果']","['観光振興事業', '観光振興', 'パラリンピック']"
5,次市内農業の担い手ついて都市おける農業農地の取り扱いが変化して中農業者のは新たな農産物の栽培や施設整備さらなる農業経営の展開検討してもいらっしゃいしかしながら一方では農業の高齢の問題も日々大きくなって現状がまた農業の世帯状況も大きく変化してでいわゆる跡継ぎとなるが同居していない状況も多く見られは市内農業の振興のボランティア活用よる担い手の確保及び市民理解の醸成が重要でとが本市の取り組みついて,"['市内農業', '担い手', '都市', '農業農地', '取り扱い', '変化', '中農業者の', '新た', '農産物', '栽培', '施設整備', '農業経営', '展開検討', 'いらっしゃい', '農業', '高齢', '問題', '日々', '現状', '農業', '世帯状況', '変化', '跡継ぎ', '同居', '状況', '市内農業', '振興', 'ボランティア活用', '担い手', '確保', '市民理解', '醸成', '重要', '市', '取り組み']",
6,"次平成第市議会定例平成市議会定例おいてした感ブレーカーついて大規模災害の電気火災の発生抑制平成３月閣議決定の首都直下地震緊急対策推進基本計画では出火防止対策震度で自動で通電遮断となる感ブレーカーの普及促進が位置づけられこれ受けて内閣消防庁経済産業の連携のもと平成２月ブレーカーの性能評価ガイドラインが整備され同年３月「大規模地震の電気火災の発生抑制対策の検討と推進ついて」より特地震著しく危険な密集市街地おける緊急重点的な感ブレーカーの普及が求められており阪神・淡路大震災で発生した原因が特定できるの火災の電気よる火災はと約占めており今後の確率で起きると予想首都直下地震の被害想定では木密地域約,で同時出火とされておりこの感ブレーカーついて他の自治体では感ブレーカーへの助成制度取り組んで自治体や高齢への無料配布予定して自治体がと聞いておりが西東京の感ブレーカーへの取り組みついて","['平成', '市議会定例平成市議会定例', '感ブレーカー', '規模災害', '電気火災', '発生抑制平成3月閣議決定', '首都直下地震緊急対策推進基本計画', '出火防止対策震度', '自動', '通電遮断', '感ブレーカー', '普及促進', '内閣消防庁経済産業', '連携', '平成2月ブレーカー', '性能評価ガイドライン', '整備', '同年3月', '規模地震', '電気火災', '発生抑制対策', '検討', '推進', '特地震', '危険', '密集市街地', '緊急重点的', '感ブレーカー', '普及', '阪神', '淡路大震災', '発生', '原因', '特定', '火災', '電気', '火災', '今後', '確率', '予想首都直下地震', '被害想定', '木密地域', ',', '同時出火', '感ブレーカー', '他', '自治体', '感ブレーカー', '助成制度', '自治体', '高齢', '無料配布予定', '自治体', '西東京', '感ブレーカー', '取り組み']",
7,次図書館ついての書籍消毒ついて書籍消毒ついても平成第定例平成第定例で提案させて新座は多くの人図書館利用してもらう清潔な図書環境の提供目的紫外線や送風で書籍消毒できる装置導入さまざまな人が利用図書館の書籍はページの間髪の毛や食べかすほこりが入ってもと耳特幼児の図書館利用お母様は図書借りた自宅で衛生気使う話も聞き及ぶ新座が導入した機器は紫外線よる殺菌送風でのほこりの除去抗菌よる消臭ずつで行うが可能でリースも月と聞いており西東京おいても導入すべきとが御見解ついて,"['図書館', '書籍消毒', '書籍消毒', '平成', '定例平成', '定例', '提案', '新座', '多く', '人図書館利用', '清潔', '図書環境', '提供目的紫外線', '送風', '書籍消毒', '装置導入さまざま', '人', '利用図書館', '書籍', 'ページ', '間髪', '毛', '食べかすほこり', '耳特幼児', '図書館利用お母様', '図書', '自宅', '衛生気', '話', '新座', '導入', '機器', '紫外線', '殺菌送風', 'ほこり', '除去抗菌', '臭', '可能', 'リース', '月', '西東京', '導入', '見解']",['図書館']
8,図書館ついての読書通帳ついて読書通帳は図書館で借りた本や資料のタイトル貯金通帳のなスタイルで印字で全国導入して自治体が増加しており自治体の多くで子ども本好きなってほしい思い読書通帳導入し結果図書の貸し出しも伸びたと聞く子ど読書が言われるで読書通帳は図書館で本選ぶ楽しや読書への興味関心高める役割担うとが本市読書通帳導入ついての終わり,"['図書館', '読書通帳', '読書通帳', '図書館', '本', '資料', 'タイトル貯金通帳', 'スタイル', '印字', '全国導入', '自治体', '増加', '自治体', '多く', '子ども', '好き', '思い読書通帳導入', '結果図書', '貸し出し', '子', '読書', '読書通帳', '図書館', '本', '読書', '興味関心', '役割', '本市読書通帳導入']","['図書館', '図書館', '図書館']"
9,〔市長登壇〕,[],
