,text,Onlynouns,selectednouns
0,	西武柳沢周辺のまちついてでござい本年度は残念ながら市長の施政方針唯一載せていただけなかった西武柳沢周辺のまち田無ひばりが丘保谷東伏見それぞれの各駅名でまたその周辺のまちついてはしっかり触れていたもかかわらず唯一西東京市内の西武柳沢の記載が一切なかったでございそので優先整備路線なってい第事業計画の都市計画道路西と駅前広場の実現の必要でござい第次第次第と続けて都合が過ぎ実際入ってきたけれども西武柳沢周辺のまちついてでござい今年度平成は西武柳沢周辺のまちついて最初から何もしないでございが平成来年度向けての柳沢周辺のまちの取り組みついて市長の御見解お伺いいたし,"['', '西武柳沢周辺', 'まち', '年度', '残念', '施政方針唯一', '西武柳沢周辺', 'まち田無ひばりが丘保谷東伏見それぞれ', '駅名', '周辺', 'まち', '唯一西東京市内', '西武柳沢', '記載', '一切', '優先整備路線', '事業計画', '都市計画道路西', '駅前広場', '実現', '必要', '次第次第', '都合', '西武柳沢周辺', 'まち', '今年度平成', '西武柳沢周辺', 'まち', '最初', '平成来年度', '柳沢周辺', 'まち', '取り組み', '見解']",['駅前広場']
1,これも毎度取り組ませていただいていふるさと納税ついてでござい４月の総務通達受けて第定例では結構突っ込んだ議論やらせていただきその後半年がたちまそのも御指摘し大きな潮目迎えるだろうでも予測返礼の通達は強制はないもそれまで大変人気が高かった自治体でも返礼の自主規制よっておおむね意識返礼割合が大分平均されてきたが今のふるさと納税の現状だと思いしたがいま返礼の過剰な競争は一段落した感じだと思い返礼の高い一部の自治体集中いたふるさと納税が広く各地域へ本来の趣旨近づいた形で向かっていると理解いそもそも西東京ではそのな過当な競争とは線引き着実取り組んでまいり現在迎えままたしは担当の職員の御努力のおかげで新た地域農産物数量限定の季節の果物コース保谷梨ブドウ各種類ずつ用意いただきサイズの結構大きな甘いブドウが市内から出荷されているも知らなかったけれども大きな反響があっただろうと思ってつきまは現時点での西東京へのふるさと納税の寄附の件数金額前年詳細教えていただきたいと思い,"['毎度', 'ふるさと納税', '4月', '総務通達', '定例', '議論', 'その後半年', '指摘', '潮目', '予測返礼', '通達', '強制', '大変人気', '自治体', '返礼', '自主規制', '意識返礼割合', '大分平均', '今', 'ふるさと納税', '現状', 'いま返礼', '過剰', '競争', '一段落', '感じ', '返礼', '一部', '自治体集中', 'ふるさと納税', '地域', '本来', '趣旨', '形', '理解', '西東京', '過当', '競争', '線引き着実', '現在', '担当', '職員', '努力', 'おかげ', '新た地域農産物数量限定', '季節', '果物コース保谷梨ブドウ', '種類', '用意いただきサイズ', 'ブドウ', '市内', '出荷', '反響', '現時点', '西東京', 'ふるさと納税', '寄附', '件数金額前年詳細']","['ふるさと納税', 'ふるさと納税', 'ふるさと納税', 'ふるさと納税']"
2,こどもファンドよるまち今回挙げさせていただき月企画総務委員て高知香美と高知行政視察へ行ってまいりその高知ではこうちこどもファンドついてともう一つは新庁舎の建設検討のプロセスついてで学ばせていただきこうちこどもファンドとは簡単言いと子どもが自発なまち活動行える──もちろん親御と大人がしっかりと見守り後ろ盾となり一緒責任背負ってフォローいくけれどもその仕組みは行政が中心となってまた市民や子どもとともファンドの管理体制管理組織つくって助成だけとどまらない支援いるがこのこどもファンドでござい子どものまちへの思い尊重しつつ子どもが自主主役となるまちで資金の後ろ盾が子どもまち基金でこうちこどもファンド制度なり大変有益なと考えが現在西東京も取り組み始めた（仮称）子ども条例の制定関連ぜひ調査研究検討いただければと考えて市長の見解お願いいたし,"['こどもファンド', 'まち今回', '月企画総務委員', '高知香美', '高知行政視察', '高知', 'こうちこどもファンド', '一つ', '庁舎', '建設検討', 'プロセス', 'こうちこどもファンド', '簡単', '子ども', '自発', 'まち活動', '親御', '大人', '後ろ盾', '一緒責任', 'フォロー', '仕組み', '行政', '中心', '市民', '子ども', 'ファンド', '管理体制管理組織', '助成', '支援', 'こどもファンド', '子ども', 'まち', '思い尊重', '子ども', '自主主役', 'まち', '資金', '後ろ盾', '子どもまち基金', 'こうちこどもファンド制度', '大変有益', '考え', '現在西東京', '仮称子ども条例', '制定関連', '調査研究検討', '見解お願い']",
3,でございオランダオリンピック委員・スポーツ連合との連携プロジェクトついてでござい東京オリンピック・パラリンピックが開かれる足立江戸川西東京の自治体で日本スポーツ振興センター（ＪＳＣ）とオランダオリンピック委員・スポーツ連合の関係月港のオランダ大使館で協力覚書の調印行ったでございパラスポーツ先進のオランダと連携で障害スポーツの振興とどまらない地域社会の課題解決取り組むモデル着手とマスコミの報道がオランダ連携事業のこれまでの取り組み進捗状況ついてまた今後どのな取り組み行っていくか詳細お示しいただきたいと思い,"['オランダオリンピック委員', 'スポーツ連合', '連携プロジェクト', '東京オリンピック', 'パラリンピック', '足立江戸川西東京', '自治体', '日本スポーツ振興センターJSC', 'オランダオリンピック委員', 'スポーツ連合', '関係月港', 'オランダ大使館', '協力覚書', '調印', 'パラスポーツ先進', 'オランダ', '連携', '障害スポーツ', '振興', '地域社会', '課題解決', 'モデル着手', 'マスコミ', '報道', 'オランダ連携事業', '取り組み進捗状況', '今後どの', '取り組み', '詳細']","['東京オリンピック', 'パラリンピック']"
4,西東京エンディングプラン・サポート事業でござい定でやが取り組んだ事業ではが当初も終活支援と捉えてま英語で言えばエンディングサポートで同じけれども多少切り口と焦点が違うもございので何とぞよろしくお願いしたいと思い今回の切り口はどちらかと経済余裕のない独居高齢の話が中心なり現在世界でも類見ないスピードで超高齢社会が進むで孤独の増加引き取り手のない無縁遺骨が都市でふえてい身内であっても引き取り拒否例も珍しくなくそうなると最終自治体の手で火葬されるだけで葬儀も供養も行われないも現実はよう今後身寄りのない孤独はふえていきそうなれば行政も法律基づく適正な対処いかなければなりません出費がふえるでござい現在西東京でも件数は少ないこれがふえていけば自治体の負担は急増まいり本来の姿から社会秩序の基盤が失われてしまいそ時代担ってきた高齢の死日本人最後の尊厳も損なわれかねしたがいま身寄りのないひとりの高齢は生前から遺体の尊や供養身辺の整理おいていただかないといけませんその事前しっかり準備おくけれども俗言う自分の意思基づく終活準備ほど尊と言い西東京も独居高齢が安心暮いくまた財政が厳しいでの予防措置視点も一部置いておきま横須賀のな西東京エンディングプラン・サポート事業横断で総合な相談窓口の設置事業が必要と考えが市長の御見解お願いいたし,"['西東京エンディングプラン', 'サポート事業', '定', '事業', '当初', '終活支援', '英語', 'エンディングサポート', '切り口', '焦点', 'お願い', '今回', '切り口', '経済余裕', '独居高齢', '話', '中心', '現在世界', '類', 'スピード', '高齢社会', '孤独', '増加引き取り手', '無縁遺骨', '都市', '身内', '拒否例', '最終自治体', '手', '火葬', '葬儀', '供養', '現実', '今後身寄り', '孤独', '行政', '法律', '適正', '対処', '出費', '現在西東京', '件数', '自治体', '負担', '急増', '本来', '姿', '社会秩序', '基盤', 'そ時代', '高齢', '死日本人最後', '尊厳', 'いま身寄り', 'ひとり', '高齢', '生前', '遺体', '尊', '供養身辺', '整理', '事前', '準備', '俗', '自分', '意思', '終活準備', '尊', '西東京', '独居高齢', '安心暮', '財政', '予防措置視点', '一部', '横須賀', '西東京エンディングプラン', 'サポート事業横断', '総合', '相談窓口', '設置事業', '必要', '考え', '見解お願い']",
5,の質問とさせていただき,[],
6,〔市長登壇〕,[],
7,	:◯市長（）たきしまの一般質問ついて初め西武柳沢周辺のまちついてお答えし都市計画道路とそれ附属西武柳沢北口前広場の整備向けた考え方まは第事業計画の計画期間で平成からで整備着手が行える現在が進めているの優先整備路線の道路整備事業の進捗状況や市の財政状況踏まえつつ今後実施計画ので整理まいり,"['', 'しま', '初め西武柳沢周辺', 'まち', '都市計画道路', 'それ附属西武柳沢北口', '広場', '整備', '考え方', '事業計画', '計画期間', '平成', '整備着手', '現在', '優先整備路線', '道路整備事業', '進捗状況', '市', '財政状況', '今後実施計画', '整理']",
8,次ふるさと納税ついてお答えし本市ではふるさと納税しまは寄附制度の新たな歳入項目の創出観点から検討し地域振興地域の魅力発信も加味した取り組み平成から返礼の贈呈実施し本年度がとなって返礼は逸品事業の認定はじめいこいーなグッズそイベントへの御招待のほか本年度は本市のブランドで梨など市内の果物も加え本市の地域資源の持つ魅力の発信の機会まいりそのな取り組み進めるで寄附の納付状況でございが昨年であった納付件数が今年度はまでの時点で約の申し込み頂戴したござい本市といたしまはこれまでも返礼返礼割合節度取り組み心がけてきたほか市民への返礼贈呈も総務大臣通知で示されたから月から控えるとなど適切な対応とってまいり引き続き西東京ふさわしい制度運営努めてまいり,"['ふるさと納税', '本市', 'ふるさと納税しま', '寄附制度', '新た', '歳入項目', '創出観点', '検討', '地域振興地域', '魅力発信', '加味', '取り組み平成', '返礼', '贈呈実施', '年度', '返礼', '逸品事業', '認定はじめいこいー', 'グッズそイベント', '招待', 'ほか本年度', '市', 'ブランド', '梨', '市内', '果物', '市', '地域資源', '魅力', '発信', '機会', '寄附', '納付状況', '昨年', '納付件数', '今年度', '時点', '申し込み頂戴', '市', 'しま', '返礼返礼割合節度', 'ほか市民', '返礼贈呈', '総務大臣通知', '月', '適切', '対応', '西東京', '制度運営']",['ふるさと納税']
9,次こどもファンドよるまちついてお答えし高知高知では高知子どもまち基金創設し基金財源としたこうちこどもファンド子どもが提案まち活動への助成制度始めていると伺ってこのファンドの目的は将来のまち支える子どものコミュニティ能力の形成や子ども中心としたまちの活性子どもやさしいまちの実現目指いるで子ども自身の発案よるまち活動の提案子ども自身の手よるまち活動の実施そ何よりも子どもが審査し助成決定が特徴となって本市が現在検討いる（仮称）子ども条例の制定際しこのな子ども参加や意思表明より子どもが主体まち参画取り組みは参考なると考えて市民企業のからの寄附や市の財源確保子ども参加がイベントならないな参加の仕組みなど課題も多いから調査研究まいりたいと考えて,"['こどもファンド', 'まち', '高知高知', '高知子どもまち基金創設', '基金財源', 'こうちこどもファンド子ども', '提案まち活動', '助成制度', 'ファンド', '目的', '将来', 'まち', '子ども', 'コミュニティ能力', '形成', '子ども中心', 'まち', '活性子ども', 'まち', '実現目指', '子ども自身', '発案', 'まち活動', '提案子ども自身', '手', 'まち活動', '実施そ何', '子ども', '審査', '助成決定', '特徴', '市', '現在検討', '仮称子ども条例', '制定', '子ども参加', '意思表明', '子ども', '主体まち参画取り組み', '参考', '市民企業の', '寄附', '市', '財源確保子ども参加', 'イベント', '参加', '仕組み', '課題', '調査研究']",
