,text,Onlynouns,selectednouns
0,	田無南口の進捗についてです。事業用地の取得割合や交通広場の整備イメージなどが看板やホームページで示され、前回の御答弁では、昨年度までに用地取得契約を締結し、事業用地として取得予定の約の用地取得契約、今年度はの用地買収を予定しているとのでした。田無南口のから現地を見ると、事業が着実に進んでいるを実感いたします。今年度に交通広場の修正設計を行うでより洗練された駅前の雰囲気にブラッシュアップされていくを考えると、非常に楽しみでございます。今後は用地取得や設計などを並行しながら事業を進めていくと思いますので、改めて事業の予定についてお伺いいたします。田無南口の街路部分についてですが、前回の質問で、交通広場の整備の進捗状況を踏まえて街路部分の測量調査を実施する動きとなっていて、事業の連続が感じられ、市のまちを推進する姿勢がよく表れていると申し上げましたが、駅前広場まで路線バスなどを誘導するの街路の整備、市役所の無電柱による駅前広場から広域に整備される道路などにより、現在事業の交通広場の整備効果を最大限発揮させるな事業の連携を期待しております。そこで、現在の進捗とこの連携の基軸となる街路事業の着手とも考えられる説明についてお伺いしたいと思います。,"['', '田無南口', '進捗', '事業用地', '取得割合', '交通広場', '整備イメージ', '看板', 'ホームページ', '前回', '昨年度', '用地取得契約', '締結', '事業用地', '取得予定', '用地取得契約', '今年度', '用地買収', '予定', '田無南口の', '現地', '事業', '着実', '実感', '今年度', '交通広場', '修正設計', '洗練', '駅前', '雰囲気', 'ブラッシュアップ', '非常', '楽しみ', '今後', '用地取得', '設計', '並行', '事業', '事業', '予定', '田無南口', '街路部分', '前回', '交通広場', '整備', '進捗状況', '街路部分', '測量調査', '実施', '動き', '事業', '連続', '市', 'まち', '推進', '姿勢', '駅前広場', '路線バス', '誘導', '街路', '整備', '市役所', '電柱', '駅前広場', '広域', '整備', '道路', '現在事業', '交通広場', '整備効果', '最大限発揮', '事業', '連携', '期待', '現在', '進捗', '連携', '基軸', '街路事業', '着手', '説明', '伺い']","['交通広場', '整備イメージ', '交通広場', '修正設計', '交通広場', '交通広場']"
1,次に、通告のになります。これも昨年度より伺っている田無南口の交通広場に接続する市役所の無電柱事業の具体な進捗についてお伺いいたします。また、多数の市民のより、田無北口前の通り、青梅街道を抜けて新青梅街道までの真っすぐの本道の無電柱をお願いしたいという声を聞いております。ぜひとも早期に実現をお願いしたいと思いますが、いかがでしょうか。無電柱は駅周辺の景観と都市環境を改善し、持続可能な未来に向けた重要なステップです。そこで、駅前の無電柱のメリットについてお話ししたいと思います。まず美観の向上が挙げられます。無電柱は電線や電柱が視覚に邪魔にならないにするに行われます。これにより駅前の景観が大幅に向上し、美しい環境が生まれます。美しい周辺環境は地域の誇りを高めます。次に、安全の向上です。電柱や電線がなくなるで街路における歩行や自転車の安全が向上します。電柱の倒壊や火災のリスクが軽減され、緊急の避難経路も改善されます。また、バリアフリーへの配慮もあります。無電柱は駅周辺のバリアフリー環境の充実にもつながります。障害が減少し、高齢や障害の、体の不自由なにとってもアクセスが容易になります。環境への貢献。無電柱は環境への負荷を軽減いたします。電柱やケーブルの撤去により、景観破壊や生態の影響を減少させ、緑地の設置や植栽によって、駅前エリアの生態を保護できます。次に、地域経済の活性があります。無電柱は美しい駅前環境や商業施設やレストランの誘致にも寄与し、地域の商業活性につながります。技術の進化と未来への対応。無電柱は、現代な都市インフラに合わせた対応であり、将来の技術進化にも適用できる環境を構築します。まとめると、駅前の無電柱は、美観、安全、バリアフリー、環境保護、経済活性、技術進化の面で多くのメリットを提供します。地域社会と都市計画にとって、これらのメリットを最大限に活用し、持続可能で魅力な駅前エリアを実現するに重要なステップと言えます。そこで、市役所の無電柱の事業完了の前に次の計画の検討は難しいとは思われますが、市役所と並び西東京の顔と思われる田無北口の無電柱の検討についてお伺いしたいと思います。,"['通告の', '昨年度', '田無南口', '交通広場', '接続', '市役所', '電柱事業', '具体', '進捗', '多数', '市民', '田無北口前', '通り', '青梅街道', '青梅街道', '真っすぐ', '本道', '電柱', 'お願い', '声', '早期', '実現', 'お願い', 'いかが', '電柱', '駅周辺', '景観', '都市環境', '改善', '持続可能', '未来', '重要', 'ステップ', '駅前', '電柱', 'メリット', 'お話し', '美観', '向上', '電柱', '電線', '電柱', '視覚', '邪魔', '駅前', '景観', '大幅', '向上', '環境', '周辺環境', '地域', '誇り', '安全', '向上', '電柱', '電線', '街路', '歩行', '自転車', '安全', '向上', '電柱', '倒壊', '火災', 'リスク', '軽減', '緊急', '避難経路', '改善', 'バリアフリー', '配慮', '電柱', '駅周辺', 'バリアフリー環境', '充実', '障害', '減少', '高齢', '障害', '体', '不自由', 'アクセス', '容易', '環境', '貢献', '電柱', '環境', '負荷', '軽減', '電柱', 'ケーブル', '撤去', '景観破壊', '生態', '影響', '減少', '緑地', '設置', '植栽', '駅前エリア', '生態', '保護', '地域経済', '活性', '電柱', '駅前環境', '商業施設', 'レストラン', '誘致', '寄与', '地域', '商業活性', '技術', '進化', '未来', '対応', '電柱', '現代', '都市インフラ', '対応', '将来', '技術進化', '適用', '環境', '構築', '駅前', '電柱', '美観', '安全', 'バリアフリー', '環境保護', '経済活性', '技術進化', '面', '多く', 'メリット', '提供', '地域社会', '都市計画', 'メリット', '最大限', '活用', '持続可能', '魅力', '駅前エリア', '実現', '重要', 'ステップ', '市役所', '電柱', '事業完了', '前', '次', '計画', '検討', '市役所', '西東京', '顔', '田無北口', '電柱', '検討', '伺い']",['交通広場']
2,次に、総合教育施設についてお伺いしたいと思います。まず、今年度の総合教育施設の維持管理についてお伺いしたいと思います。また先日、文教厚生委員で総合教育施設の郷土資料の視察を行いました。郷土資料には所狭しと資料が展示されておりました。通告の資料のデジタルにも関わってきますが、今後もどんどん資料は増えてくるとのでした。郷土資料にある紙資料など、どの程度デジタルを進めているか教えてください。また、Ｄ対応への取組について現状はどのになっているかも教えてください。,"['総合教育施設', '伺い', '今年度', '総合教育施設', '維持管理', '伺い', '先日', '文教厚生委員', '総合教育施設', '郷土資料', '視察', '郷土資料', '所', '資料', '展示', '通告', '資料', 'デジタル', '今後', '資料', '郷土資料', '紙資料', '程度デジタル', 'D対応', '取組', '現状']","['維持管理', 'デジタル']"
3,次、です。田無の建て替えです。田無は市内の小中学校で最も古い建築の校舎となりました。そこで、田無の建て替えをどのに考えられているか、お伺いしたいと思います。,"['次', '田無', '建て替え', '田無', '市内', '小中学校', '建築', '校舎', '田無', '建て替え', '伺い']",
4,次に、です。市保管資料のデジタルについてお伺いします。先ほども総合教育施設のでも申し上げましたが、先日、郷土資料での貴重な資料を見たに、老朽による損傷や保管場所などが課題になっており、デジタルの必要を感じました。歴史な地域資料だけではなく、公文などの市の保管資料についても同様であるから、デジタルの現在の状況と今後の方向についてお伺いしたいと思います。また、教育委員にも、図書館で所蔵している地域行政資料についてどのにデジタルがなっているか、お伺いしたいと思います。,"['市保管資料', 'デジタル', '伺い', '先ほど', '総合教育施設', '先日', '郷土資料', '貴重', '資料', '老朽', '損傷', '保管場所', '課題', 'デジタル', '必要', '歴史', '地域資料', '公文', '市', '保管資料', '同様', 'デジタル', '現在', '状況', '今後', '方向', '伺い', '教育委員', '図書館', '所蔵', '地域行政資料', 'デジタル', '伺い']","['デジタル', 'デジタル', 'デジタル', '図書館', 'デジタル']"
5,次に、、西東京の生成ＡＩの活用についてでございます。先日、東京の生成ＡＩの活用についてのガイドラインが示されました。８月なのでぐらい前で、つい最近のなですけれども、ここで述べさせていただきます。本格な活用が東京全庁で開始されました。デジタルサービスは、生成ＡＩを利用する都職員のガイドライン、Version .を発表し、都庁での生成ＡＩの使用に関する初の指針を提供いたしました。このガイドラインは今後の指針として生成ＡＩの業務に活用し、その効果を評価するを挙げております。生成ＡＩを利用する対象は警視庁などを除いて約の職員で、利用する前にｅラーニングを受講し、デジタルサービスの指針に従って申請する必要があります。生成ＡＩの利用は、要約、翻訳など文章作成を補助する、アイデアの出しやコードの生成業務など幅広い業務に適用できます。導入された生成ＡＩは、機密情報や個人情報の漏えいを防ぐに様々学習しないに設計されております。また、このガイドラインでは、生成ＡＩを使用するの規則として、個人情報や機密情報を入力しない。著作を尊重する。ＡＩの回答根拠を確認する。ＡＩの回答を外部に使用する場合は明記するなどが規定されています。特に情報の保護については外部サービスとして扱われ、セキュリティ対策はサービス提供に依存すると述べ、機密情報や未公開情報を入力するが情報漏えいのリスクにつながる可能があると強調しております。具体な運用では、セキュリティポリシーに基づき機密を３つのレベルに分類し、最も高いレベルであるＡに当たる情報を生成ＡＩに入力しないに規定しています。著作保護について、生成ＡＩで生成されたデータが既存の著作と類似している場合には著作侵害になる可能がある、注意が必要とされております。また、ガイドラインでは、生成ＡＩの効果な活用方法や使い方のヒントも提供しており、行政での活用に適した用途として、文章作成の補助、アイデアの出し、コードの生成業務などを挙げています。また、プロンプトを明確にし、出力の形式を指示するなど、生成ＡＩの効果な利用に役立つアドバイスも含まれております。昨日、同僚の議員も述べられておりましたが、このプロンプトというは質問文のでございまして、現在はＡＩプロンプトエンジニアリングが世界にも注目されており、企業もこちらに関しては優秀な人材を求めております。また、東京の環境自然環境は、生成ＡＩを利用した活用事例を紹介しました。この事例では生成ＡＩを使用して高尾山の希少な動植物を解説するＡＲ──拡張現実になりますけれども──の宣伝文のアイデアを出す実演が行われ、で複数の例文が生成されました。この実演を通じて、生成ＡＩは新しいアイデアを提供できる可能があり、機密情報の漏えいリスクを最小限に抑えた利用ができると示されました。さらに、質問方式やプロンプトの工夫についても言及されており、正確な回答を得るに適切な質問方法とプロンプトが重要であると強調されております。ただし、生成ＡＩの利用には、回答の正確や著作侵害、機密情報の漏えいなどのリスクが伴う、利用自身が責任を持つ必要があります。生成ＡＩはもっともらしい回答を提供するは得意ですが、その正確は保証されていない、回答の根拠や裏づけを確認する能力が求められます。都庁では、生成ＡＩの全局での活用を開始する計画であり、デジタルサービスを中心に活用方法の検討やガイドラインの策定が進められておりました。生成ＡＩの利用は潜在なリスクがあるで行政において新たな可能を秘めており、その利用方法と課題について検討が続けられています。ぜひともこの東京の指針、ガイドラインを西東京のでも参考にしていただければと思いますので今述べさせていただきました。東京、多摩でも市職員のＡＩの活用が実施検討されていますが、現在の西東京の生成ＡＩの活用に当たっての課題や現在の検討状況についてお尋ねいたします。,"['西東京', '生成A', '活用', '先日', '東京', '生成A', '活用', 'ガイドライン', '8月', '前', '最近', '本格', '活用', '東京', '庁', '開始', 'デジタルサービス', '生成A', '利用', '都職員', 'ガイドライン', 'VERSON', '発表', '都庁', '生成A', '使用', '初', '指針', '提供', 'ガイドライン', '今後', '指針', '生成A', '業務', '活用', '効果', '評価', '生成A', '利用', '対象', '警視庁', '職員', '利用', '前', 'Eラーニング', '受講', 'デジタルサービス', '指針', '申請', '必要', '生成A', '利用', '要約', '翻訳', '文章作成', '補助', 'アイデア', '出し', 'コード', '生成業務', '業務', '適用', '導入', '生成A', '機密情報', '個人情報', '漏えい', '様々学習', '設計', 'ガイドライン', '生成A', '使用', '規則', '個人情報', '機密情報', '入力', '著作', '尊重', 'A', '回答根拠', '確認', 'A', '回答', '外部', '使用', '場合', '明記', '規定', '情報', '保護', '外部サービス', 'セキュリティ対策', 'サービス提供', '依存', '機密情報', '公開情報', '入力', '情報漏えい', 'リスク', '可能', '強調', '具体', '運用', 'セキュリティポリシー', '機密', 'レベル', '分類', 'レベル', 'A', '情報', '生成A', '入力', '規定', '著作保護', '生成A', '生成', 'データ', '既存', '著作', '類似', '場合', '著作侵害', '可能', '注意', '必要', 'ガイドライン', '生成A', '効果', '活用方法', '使い方', 'ヒント', '提供', '行政', '活用', '用途', '文章作成', '補助', 'アイデア', 'コード', '生成業務', 'プロンプト', '明確', '出力', '形式', '指示', '生成A', '効果', '利用', 'アドバイス', '昨日', '同僚', 'プロンプト', '現在', 'Aプロンプトエンジニアリング', '世界', '注目', '企業', '優秀', '人材', '東京', '環境自然環境', '生成A', '利用', '活用事例', '紹介', '事例', '生成A', '使用', '高尾山', '希少', '動植物', '解説', 'AR', '拡張現実', '宣伝文', 'アイデア', '実演', '複数', '例文', '生成', '実演', '生成A', 'アイデア', '提供', '可能', '機密情報', '漏えいリスク', '最小限', '利用', 'プロンプト', '工夫', '言及', '正確', '回答', '適切', 'プロンプト', '重要', '強調', '生成A', '利用', '回答', '正確', '著作侵害', '機密情報', '漏えい', 'リスク', '利用自身', '責任', '必要', '生成A', '回答', '提供', '得意', '正確', '保証', '回答', '根拠', '裏づけ', '確認', '能力', '都庁', '生成A', '全局', '活用', '開始', '計画', 'デジタルサービス', '中心', '活用方法', '検討', 'ガイドライン', '策定', '生成A', '利用', '潜在', 'リスク', '行政', '新た', '可能', '利用方法', '課題', '検討', '東京', '指針', 'ガイドライン', '西東京', '参考', '今', '東京', '多摩', '市職員', 'A', '活用', '実施検討', '現在', '西東京', '生成A', '活用', '課題', '現在', '検討状況', 'お尋ね']",['能力']
6,次に、高齢の見守りについて質問いたします。これまでも継続して取り上げてきた内容ですが、今回は新たな視点を含め質問させていただきます。ちょっと時間がなくなってきましたので、少し簡単に説明させていただきます。こちらも、先ほどに続きＡＩを活用した高齢の見守りなですけれども、まずホーム・テクノロジー、これは高齢の生活状況をモニタリングして異常な出来事を検出すると、すぐに通知を送るができるという機能です。あとはメディケーションリマインダー、これは高齢が正しい薬を服用するを確認し、必要な場合にはリマインダーやアラートを送信するになります。ほかにも多数あるですけれども、今日はちょっと省かせていただきます。今回の質問は新型コロナウイルス感染発生を受けた高齢の見守りの影響についてです。コロナにおきまして対面の場面が大きく制限されたから、見守りする側、見守られる双方に様々な影響があったです。このを踏まえ、今後の高齢の見守りについて西東京の見解をお伺いいたします。また、次期の高齢保健福祉計画の策定に向け、どのな取組が必要と考えられているか、そちらもお伺いいたします。,"['高齢', '継続', '内容', '今回', '新た', '視点', '時間', '簡単', '説明', '先', 'A', '活用', '高齢', 'ホーム', 'テクノロジー', '高齢', '生活状況', 'モニタリング', '異常', '出来事', '検出', '通知', '機能', 'あと', 'メディケーションリマインダー', '高齢', '薬', '服用', '確認', '必要', '場合', 'リマインダー', 'アラート', '送信', 'ほか', '多数', '今日', '今回', '新型コロナウイルス感染発生', '高齢', '影響', 'コロナ', '対面', '場面', '制限', '側', '双方', '様々', '影響', '今後', '高齢', '西東京', '見解', '次期', '高齢保健福祉計画', '策定', '取組', '必要']",
7,、リスキリングの推進についてお伺いしたいと思います。自治体職員のリスキリングは、現在の変化する社会と技術環境に適応し、高品質な公共サービスを提供するに非常に重要でございます。自治体職員のリスキリングを成功させるポイントは、まずデジタルスキルの向上、現代の公共サービスはデジタル技術に依存しており、自治体職員のはデジタルスキルを習得する必要がございます。プログラミング、データ分析、デジタルコミュニケーションなどのスキルを強化するトレーニングプログラムが必要だと考えます。次にイノベーションと問題解決の能力。変化する状況に適応し、新しいアイデアを生み出す能力が重要と考えます。自治体職員のは、イノベーションスキルを育て、問題解決能力を向上させるトレーニングが必要だと考えます。また、コミュニケーションスキルは、良好なコミュニケーションは、自治体職員が市民や他の職員と協力し、問題を解決するに不可欠です。コミュニケーションスキルのトレーニングを行い、効果なコミュニケーションを促進してはいかがでしょうか。リスキリングは効果な公共サービスの提供と地域の社会の発展に不可欠です。定期な評価とフィードバックを通じて、トレーニングプログラムを調整し、職員のニーズに合わせたカスタマイズされたアプローチを採用するが重要だと考えますが、現在の西東京の職員へのリスキリングの推進についてどのに対応しているか、お伺いしたいと思います。,"['リスキリング', '推進', '伺い', '自治体職員', 'リスキリング', '現在', '変化', '社会', '技術環境', '適応', '品質', '公共サービス', '提供', '非常', '重要', '自治体職員', 'リスキリング', '成功', 'ポイント', 'デジタルスキル', '向上', '現代', '公共サービス', 'デジタル技術', '依存', '自治体職員の', 'デジタルスキル', '習得', '必要', 'プログラミング', 'データ分析', 'デジタルコミュニケーション', 'スキル', '強化', 'トレーニングプログラム', '必要', 'イノベーション', '問題解決', '能力', '変化', '状況', '適応', 'アイデア', '能力', '重要', '自治体職員の', 'イノベーションスキル', '問題解決能力', '向上', 'トレーニング', '必要', 'コミュニケーションスキル', '良好', 'コミュニケーション', '自治体職員', '市民', '他', '職員', '協力', '問題', '解決', '不可欠', 'コミュニケーションスキル', 'トレーニング', '効果', 'コミュニケーション', '促進', 'いかが', 'リスキリング', '効果', '公共サービス', '提供', '地域', '社会', '発展', '不可欠', '定期', '評価', 'フィードバック', 'トレーニングプログラム', '調整', '職員', 'ニーズ', 'カスタマイズ', 'アプローチ', '採用', '重要', '現在', '西東京', '職員', 'リスキリング', '推進', '対応', '伺い']","['能力', '能力']"
8,"次に、ふるさと納税の取組についてです。ふるさと納税に関する質問は、これまでも過去様々な議員が行ってきました。私も前から質問している項目になります。総務が公表した情報によれば、東京ので行われたふるさと納税による区民税の流出は前年度と比べて,増加し、過去最高の,に達しました。特別区長事務の調査によれば、ふるさと納税はからで.に増加し、当たりの区民税に占める割合も.と上昇しております。ふるさと納税は地域振興や自治体の財政支援を目的として導入されましたが、幾つかの問題が浮き彫りになっております。ふるさと納税を行う自治体によって提供される返礼の内容や価値が異なり、人気のある自治体とそうでない自治体の間で格差が生じるがあります。これにより地域の競争が激化し、予算が限られている自治体が不利な状況に立たされるがあります。また、自治体は返礼の予算を割かなければならず、一部の自治体では振興や財政支援の本来の目的から逸脱するがあります。高額な返礼が提供される場合、自治体の財政負担が増加する可能もある、財政への影響も考慮されるべきです。さらに、ふるさと納税によって所得格差が拡大する可能があります。高額な返礼を提供されるで所得の高い人々が大きな利益を得やすくなり、所得格差が広がるおそれがあります。その結果、社会に不平等が増大する可能があります。ふるさと納税は本来地域振興や自治体への支援を目的としておりますが、一部の人々にとっては納税を手軽な買物として利用するケースも見受けられます。この、制度の本来の目的から逸脱してしまう可能がございます。返礼の内容や価格が自治体によって異なる、寄附をする人々が寄附がどのに使用されているかについての不透明があると考えられます。これらが信頼の喪失につながる可能もあります。これらの問題を考慮し、ふるさと納税制度の改善や運用の見直しが求められております。そこで、市は、過度な返礼競争を生み、寄附制度の本来の趣旨を逸脱しているとも言われるふるさと納税制度の改善や運用の見直しを国に要望しているでしょうか。また、ふるさと納税に関しては問題がある制度とはいえ、放置はできません。西東京は、令和のふるさと納税が多摩市内でも下位であるが発表されております。こちらの対応についてもお伺いしたいと思います。","['ふるさと納税', '取組', 'ふるさと納税', '過去様々', '前', '項目', '総務', '公表', '情報', '東京の', 'ふるさと納税', '区民税', '流出', '前年度', ',増加', '過去最高', ',', '特別区長事務', '調査', 'ふるさと納税', '増加', '当たり', '区民税', '割合もと上昇', 'ふるさと納税', '地域振興', '自治体', '財政支援', '目的', '導入', '幾つ', '問題', '浮き彫り', 'ふるさと納税', '自治体', '提供', '返礼', '内容', '価値', '人気', '自治体', '自治体', '間', '格差', '地域', '競争', '激化', '予算', '自治体', '不利', '状況', '自治体', '返礼', '予算', '一部', '自治体', '振興', '財政支援', '本来', '目的', '逸脱', '高額', '返礼', '提供', '場合', '自治体', '財政負担', '増加', '可能', '財政', '影響', '考慮', 'ふるさと納税', '所得格差', '拡大', '可能', '高額', '返礼', '提供', '所得', '人々', '利益', '所得格差', '結果', '社会', '不平等', '増大', '可能', 'ふるさと納税', '本来地域振興', '自治体', '支援', '目的', '一部', '人々', '納税', '手軽', '買物', '利用', 'ケース', '制度', '本来', '目的', '逸脱', '可能', '返礼', '内容', '価格', '自治体', '寄附', '人々', '寄附', '使用', '不透明', '信頼', '喪失', '可能', '問題', '考慮', 'ふるさと納税制度', '改善', '運用', '見直し', '市', '過度', '返礼競争', '寄附制度', '本来', '趣旨', '逸脱', 'ふるさと納税制度', '改善', '運用', '見直し', '国', '要望', 'ふるさと納税', '問題', '制度', '放置', '西東京', '令和', 'ふるさと納税', '多摩市内', '下位', '発表', '対応', '伺い']",
9,ですね。次に、日本のＤＢＳについてお伺いいたします。子どもへの性犯罪がを絶たない、子どもに接する職業に就く人の性犯罪を確認する日本のＤＢＳの創設が検討されております。日本ＤＢＳとはDisclosure and Barring Serviceの略で、和訳すると前歴開示及び前歴就業制限機構となります。日本のＤＢＳはこども家庭を中心に制度設計が進められていて、学校や保育などの雇用が就職希望の性犯罪を政府が管理するシステムで確認し照会する結果、前歴がある人を雇わないにするができるシステムです。子どもをお持ちの保護としては一刻も早い導入をと願いますけれども、今はどのな状況なでしょうか。こども家庭では有識者会議を開いて制度の導入に向け進めているで、いろいろと課題が出てきているです。まず情報確認が必要な職業をどこまで広げるかというです。政府関係によると、国の認可が必要な学校、保育、幼稚園などは義務の方針で、学習塾やスイミングクラブなどは任意になる見通しです。情報を確認した事業に対しては政府が認証マークを発行して、利用を促すなどの案も出てきております。ほかにも制度が広がるによる情報漏えいの懸念があったり、示談などで不起訴になったケースはどうするか、また、性犯罪がある人は憲法で保障された職業選択の自由が侵害されてもいいか、こういったが課題に挙がっているです。確かにＤＢＳについては、課題と留意すべきがあるは間違いないと思います。ただ、子どもを守るが最優先であると考えますので、政府の有識者会議の資料によりますと、子どもへの性犯罪で捕まった人で再犯した人のは子どもへの性犯罪を繰り返していたというで、子どもへの性犯罪に執着しているが考えられます。それを考えると、やはり我々が考えるべきは子どもを守る、それを第一義に考えたでいろいろな問題をクリアするが必要ではないでしょうか。そこで、この日本ＤＢＳに対する市長の認識をお伺いしたいと思います。,"['日本', 'DBS', '子ども', '性犯罪', '子ども', '職業', '人', '性犯罪', '確認', '日本', 'DBS', '創設', '検討', '日本DBS', 'DSCLOSUREANDBARRNGSERVCE', '略', '和訳', '前歴開示', '前歴就業制限機構', '日本', 'DBS', 'こども家庭', '中心', '制度設計', '学校', '保育', '雇用', '就職希望', '性犯罪', '政府', '管理', 'システム', '確認', '照会', '結果', '前歴', '人', 'システム', '子ども', '保護', '一刻', '導入', '今', '状況', 'こども家庭', '有識者会議', '制度', '導入', '課題', '情報確認', '必要', '職業', '政府関係', '国', '認可', '必要', '学校', '保育', '幼稚園', '義務', '方針', '学習塾', 'スイミングクラブ', '任意', '見通し', '情報', '確認', '事業', '政府', '認証マーク', '発行', '利用', '案', 'ほか', '制度', '情報漏えい', '懸念', '示談', '起訴', 'ケース', '性犯罪', '人', '憲法', '保障', '職業選択', '自由', '侵害', '課題', '確か', 'DBS', '課題', '留意', '間違い', '子ども', '優先', '政府', '有識者会議', '資料', '子ども', '性犯罪', '人', '再犯', '人の', '子ども', '性犯罪', '子ども', '性犯罪', '執着', '子ども', '第一義', 'いろいろ', '問題', 'クリア', '必要', '日本DBS', '認識', '伺い']","['幼稚園', '保障']"
