,text,Onlynouns,selectednouns
0,	市民の疑問の声、反対の声を押し切って月からプラスチックの焼却が開始されました。大変残念なです。市民には不燃ごみに分別するに求めながら、収集に可燃ごみとして焼却するというは市民に対する背信行為です。習慣だから続けてもらったがいいとか、分別のをつけておけば減量になるとか、たん分けてもらったが軟質を抜き出すに都合がいいという趣旨の説明を聞きましたが、随分なを言うだと思いました。もしこの、私の聞きであれば、御指摘いただければありがたいと思います。私は、行政の都合で無用な労力を市民に求める行政とは一体何なだろうかと思っております。,"['', '市民', '疑問', '声', '反対', '声', '月', 'プラスチック', '焼却', '開始', '大変残念', '市民', '不燃ごみ', '分別', '収集', '可燃ごみ', '焼却', '市民', '背信行為', '習慣', '分別の', '減量', 'たん', '軟質', '都合', '趣旨', '説明', '随分', '指摘', '行政', '都合', '無用', '労力', '市民', '行政']","['反対', 'プラスチック', '焼却', '焼却']"
1,さて、第の質問です。プラスチックの焼却を決定したはいつでしょうか。また、市民説明の結果について、市長は担当部局からどんな報告を受けましたか。その市民説明の報告は、焼却の決定に反映されたでしょうか。可燃ごみの収集についてお尋ねします。旧保谷地域の収集を週から週にするという意向が行政にはあるですが、いつどんな機関によって決定されたですか。,"['プラスチック', '焼却', '決定', '市民説明', '結果', '担当部局', '報告', '市民説明', '報告', '焼却', '決定', '反映', '可燃ごみ', '収集', 'お尋ね', '保谷地域', '収集', '週', '週', '意向', '行政', '機関', '決定']","['プラスチック', '焼却', '市民説明', '市民説明', '焼却']"
2,東京市長のごみ有料の発表について、これまでの質疑を踏まえてお尋ねします。新聞は決定と報道していましたが、採決は行われたでしょうか。市長は賛成したですか、反対したですか。議論の過程で市長はどんな意見を言ったでしょうか、言わなかったでしょうか。についてお答えください。,"['ごみ有料', '発表', '質疑', 'お尋ね', '新聞', '決定', '報道', '採決', '賛成', '反対', '議論', '過程', '意見']","['新聞', '反対']"
3,容器包装リサイクルへの対応について、これまでの質疑で行政のやる気のなだけはよくわかりました。そこでお聞きします。市長はしきりにのには余裕がない、西東京には適地がないという答弁を繰り返しています。市長、の処理の半分は西東京の排出です。このだけなら市内で処理できるではありませんか。また、残りの半分ならで処理できるではありませんか。このな検討をしたかどうかとあわせてお答えください。,"['容器包装リサイクル', '対応', '質疑', '行政', 'やる気', '余裕', '西東京', '適地', '処理', '半分', '西東京', '排出', '市内', '処理', '残り', '半分', '処理', '検討']",
4,次に、道路公害についてお尋ねします。保谷、調布保谷について、市長は異常と思えるほど東京への信頼を表明していますが、市民はそれほど信用していません。市民を安心させるにも、東京と道路公害防止協定を結ぶが必要だと思いますが、市長にその考えはありますか。また、東京は、事後アセスで大幅に評価を上回った場合には対策を考えると言っています。しかし、大幅というは非常にあいまいな表現ですので、具体な数値での表現、例えば環境基準のとかに達したは、直ちに評価の数値に改善するに対策を行うという表現で東京と約束を交わし、履行を迫るが市民の生命と健康を預かる市長としては当然とるべき態度だと思いますが、市長にその考えはありますか。,"['道路公害', 'お尋ね', '保谷', '調布保谷', '異常', '東京', '信頼', '表明', '市民', '信用', '市民', '安心', '東京', '道路公害防止協定', '必要', '考え', '東京', '事後アセス', '大幅', '評価', '場合', '対策', '大幅', '非常', 'あいまい', '表現', '具体', '数値', '表現', '環境基準', '評価', '数値', '改善', '対策', '表現', '東京', '約束', '履行', '市民', '生命', '健康', '態度', '考え']",
5,一部事務組合についてお尋ねします。一部事務組合の報酬は組合議会の議決で決めるというかつての市長答弁の、私の所属している多摩科学では、先ごろ議会の議決で議員報酬がそれまでの約半分に、そして管理の報酬が約に減額されました。市長は管理として報酬の算定根拠を示しながら、議員並びに管理の報酬を、それまでのにする議案を提出しました。そこでお尋ねします。市長が管理として示したこの算定根拠は、今でも妥当なだったとお考えでしょうか。,"['一部事務組合', 'お尋ね', '一部事務組合', '報酬', '組合議会', '議決', '所属', '多摩科学', '先ごろ議会', '議決', '半分', '管理', '報酬', '減額', '管理', '報酬', '算定根拠', '管理', '報酬', '議案', '提出', 'お尋ね', '管理', '算定根拠', '今', '妥当', '考え']","['一部事務組合', '一部事務組合']"
6,自転車駐車についてお尋ねします。現在、自転車駐車整備センターによって、駐輪場の整備が続けられていますが、料金が高いという市民の指摘があります。確かに旧両市の料金の違いに加えて、近接、区との料金もあります。今後いつまでに、どのに調整するかお答えください。また、進行の整備によって、無料から有料になるも出てきますが、市民にとって整備のメリットは何かお答えください。、端的かつ明瞭にお答えください。,"['自転車駐車', 'お尋ね', '現在', '自転車駐車整備センター', '駐輪場', '整備', '料金', '市民', '指摘', '確か', '両市', '料金', '違い', '近接', '区', '料金', '今後いつ', '調整', '進行', '整備', '無料', '有料', '市民', '整備', 'メリット', '端的', '明瞭']","['両市', '端的']"
7,〔市長　高範登壇〕,[],
8,	:◯市長（保谷範）　おはようございます。議員の御質問に答弁を申し上げます。,[''],
9,まず最初に、清掃に関するで、軟質プラスチックの焼却の決定の経過というで御質問がございました。組合を構成するは、軟質プラスチックの焼却処理につきまして、市民説明を同時進行という形で行わせていただき、一定の御理解を得られたというで報告を受けました。そして構成並びに柳泉組合においても、プラスチックの焼却反対の陳情といいますか、それが不採択というで、日程は覚えてございませんけれども、９月だと思います、管理会議を開きまして、月から焼却処理を決定したでございます。そして、軟質プラスチックの焼却処理は未来永劫に行うではなく、早期に容器リサイクルに伴う処理を実施すべく検討していくを、組合でありますの構成で確認したでございます。これが焼却決定までの経過でございます。,"['最初', '清掃', '軟質プラスチック', '焼却', '決定', '経過', '組合', '構成', '軟質プラスチック', '焼却処理', '市民説明', '同時進行', '形', '一定', '理解', '報告', '構成並び', '柳泉組合', 'プラスチック', '焼却反対', '陳情', '採択', '日程', '9月', '管理会議', '月', '焼却処理', '決定', '軟質プラスチック', '焼却処理', '未来永劫', '早期', '容器リサイクル', '処理', '実施', '検討', '組合', '構成', '確認', '焼却決定', '経過']","['焼却', '市民説明', 'プラスチック']"
10,また、次の可燃の収集についてでございますけれども、これも先日、別のから御質問いただきました。ごみの収集につきましては、審議より答申はいただいておりますけれども、いろいろ市民生活に与える影響が大きいから、特に市民の理解を得るが最も重要であるという認識を持っておるでございます。そういう意味で、今後時間をかけて市民の理解を得るの努力を重ねていきたい。したがって、現在の収集は当分の間続ける、御理解をいただくまで続けていくという考えでございます。,"['次', '可燃', '収集', '先日', '別の', 'ごみ', '収集', '審議', '答申', '市民生活', '影響', '市民', '理解', '重要', '認識', '意味', '今後時間', '市民', '理解', 'の努力', '現在', '収集', '当分', '間', '理解', '考え']",
