,text,Onlynouns,selectednouns
0,	大企業撤退の跡地のまちについてというでございます９月にも質問を申し上げましたけれども市内大手企業が撤退をしたその跡地のまちは結果に多くの課題を残したではないかなというに思っております特に道路づけについては多くの市民の方々から拡幅をしてほしかったあるいはこういう当初の計画これはもちろん未成熟計画ですので確定したではありませんけれどもこういうに道路ができるとなっていたじゃないかなんていうを言われてしまいますと議員としていま一つが足りなかったか及ばなかったかというなを感じたりしてしまうなですそこはやはりいわゆる市政の限界というもさきの９月の質問のから市長を初め部長の方々の答弁で十分承知をさせていただいたというもあります都市計画マスタープランに基づいたまちのに誘導をしたですけれども必ずしもそういう結果が果たせていないというであるですよねやはり市長にもそのむなしというがあるではないかなというに思うなですがそこでではどうしたらいいだろうかというでそのの答弁では新たに撤退する企業については地区計画など働きかけもしていると当然その地区計画を立てるについてはその企業に同意をしていただかなければできないというになるでしょうしさきにも市長が述べられたにその計画によっては本来の地価よりも下がってしまうと売り手としては損を生じてしまうというなもあるでしてなかなかそういう成果が出せないしかし心ある企業は大概自分ではこういうにしますよとビジョンを地域の方々に示すですけれどもそれがいわゆる買ったの立場からはそれを継承してこういうまちにするというは必ずしもなされないですね,"['', '企業撤退', '跡地', 'まち', '9月', '市内大手企業', '撤退', '跡地', 'まち', '結果', '多く', '課題', '道路', '多く', '市民', '方々', '拡幅', '当初', '計画これ', '成熟計画', '確定', '道路', 'いま一つ', '市政', '限界', 'さき', '9月', '初め部長', '方々', '十分承知', '都市計画マスタープラン', 'まちの', '誘導', '結果', '新た', '撤退', '企業', '地区計画', '働きかけ', '地区計画', '企業', '同意', 'さき', '計画', '本来', '地価', '売り手', '損', '成果', '心', '企業', '大概自分', 'ビジョン', '地域', '方々', '立場', '継承', 'まち']",
1,そこで大企業撤退の跡地のまちについて地区計画の立案がなされるかどうかというですね当然そこには近隣住民のいろいろな声を反映させていただくというが必要になるというになるなですけれどもどのくらいのができるかというをお聞かせいただきたいと思います特に一番望むはどういうがそこに来るかどうかというなが一番関心であると同時に道路づけや公園などがどんなになっていくかというなが非常に関心であるでしてそういう地区計画そして近隣住民の声の反映というな意味でこの質問はさせていただいております,"['企業撤退', '跡地', 'まち', '地区計画', '立案', '近隣住民', 'いろいろ', '声', '反映', '必要', '一番', '一番関心', '道路', '公園', '非常', '関心', '地区計画', '近隣住民', '声', '反映', '意味']",
2,()に跡地に問題が生じた場合の対応はというなですがこれは具体な例を出しますと石川という大手企業が平成３月に撤退をするというを表明されておりますこれはほど説明があったなですが平成の７月とことしの月に説明がありましてそれは土壌汚染が生じていると自主に我が社はこういうにその浄化を進めてまいりますというな説明があったです地下が西のから東側に流れているというになりますと会社の東側にある住民の方々は地下等々を初め汚染状況が流れてくるではないかなという心配をされておりますまた前身が軍需産業の会社でしたので戦時にたくさん爆弾を落とされたと記録ではだけ敷地で爆発をして飛行機のルートに沿って爆弾が落ちていますのであとは向台のの近隣にたくさん落ちているとそういった不発ですとかそういうなどがあるではないかというな心配もされているでしてそういうに行政としてどういうかかわりを持って住民の皆さんの信頼にこたえるなができるかどうかというその２つとしてお聞かせをいただきたいと思います,"['跡地', '問題', '場合', '対応', '具体', '例', '石川', '大手企業', '平成3月', '撤退', '表明', '説明', '平成', '7月', 'ことし', '月', '説明', '土壌汚染', '自主', '社', '浄化', '説明', '地下', '西の', '東側', '会社', '東側', '住民', '方々', '地下等々', '初め汚染状況', '心配', '前身', '軍需産業', '会社', '戦時', 'たくさん爆弾', '記録', '敷地', '爆発', '飛行機', 'ルート', '爆弾', 'あと', '向台', '近隣', 'たくさん', '不発', '心配', '行政', 'かかわり', '住民', '皆さん', '信頼']",
3,それから大きなといたしましては緑の確保というでございますこれは()にありますにまず「遠くの緑近くの緑」というを歴代の市長にいつも質問させていただいております田無の時代は末木市長そして前回は市長今回は市長に質問するですけれどもこの遠くの緑近くの緑というはどなたも緑は大切だ大切だというにおっしゃるですねしかし我が家の前に大木があったりがありますと必ずしもよしとしない風潮がありますねこれは私だけがこういうをよく言っていて「そんな言ったってよ」なんていうにこの議場のにいた人に言われたがあるですけれども実際落ち葉が落ちてみろよなどというにこういう言葉を言っていいかどうかわかりませんけれども大変なだぜというになるですねこういう遠くの緑近くの緑はやっぱり総体にまちので市民の合意を得ていかないとこのに緑被率というな話も出ておりました東大農場を残すというなもありますけれどもやっぱり身近なに緑を残していくというのには市民の皆さんそれぞれがどういうに判断をするかどういう市民合意を得ていくかどういうコンセンサスを得ていくかというはすごく大切だと思うですねそういった意味で毎回この遠くの緑近くの緑というで歴代の市長に私はお聞かせをいただいておりますそうしましたらこういうを考えている人はいらっしゃるですね先日配られた新聞のなに「まちの里山」というに全く同じを書いていらっしゃるがいましたね私だけこういうを言っているではありませんのでぜひ市長にはそのまず答弁いただきたいと思います,"['緑', '確保', 'ざいますこれはにありますにまず', '遠く', '緑近く', '緑', '歴代', '田無', '時代', '前回', '遠く', '緑近く', '緑', '緑', '大切', '大切', '我が家', '前', '大木', '風潮', '議場の', '人', '落ち葉', '言葉', '大変', '遠く', '緑近く', '緑', '総体', '市民', '合意', '緑', '率', '話', '東大農場', '身近', '緑', '市民', '皆さんそれぞれ', '判断', '市民合意', 'コンセンサス', '大切', '意味', '毎回', '遠く', '緑近く', '緑', '歴代', '人', '先日', '新聞', 'まち', '里山']",['東大農場']
4,()の中学生との懇談市長の思いはというで先日９月だったですがこれは青年会議主催で市内の中学生と市長がアスタのセンターコートでトークショーな何かディスカッションをされたですねそれと同時に青年会議の皆さんは中学生にアンケートをとられたですけれどもそのでの西東京の将来未来についての西東京はどんなまちになってほしいと思いますかというな設問があるですけれども「緑の多い自然豊かな町」がでトップなですね「高層ビルが建ち並ぶ近代な町」というは「大学などの教育施設が多い文化なまち」「都心への通勤にある便利な住宅」「企業工場などがある産業都市」「買い物客が集まる商業都市」というに数字が載っております中学生高校生になると世界が広くなってきますから中学生は意外と地元に目が向かなくなるですねそんなでやっぱり「緑の多い自然豊かな町」がの子どもが望んでいるというか想像しているこれはこの西東京を将来を背負って立つ可能のある子どものそういう期待にあるいは思いにこたえていかなければいけないと思うですねそれが市長の重要な仕事になってくるではないかなというに思いますそこで市長が懇談したその思いをお聞かせいただきたいと思います,"['中学生', '思い', '先日9月', '青年会議主催', '市内', '中学生', 'アスタ', 'センターコート', 'トークショー', 'ディスカッション', '青年会議', '皆さん', '中学生', 'アンケート', '西東京', '将来未来', '西東京', 'まち', '設問', '緑', '自然豊か', '町', 'トップ', '高層ビル', '近代', '町', '大学', '教育施設', '文化', 'まち', '都心', '通勤', '便利', '住宅', '企業工場', '産業都市', '買い物客', '商業都市', '数字', '中学生高校生', '世界', '中学生', '地元', '目', '緑', '自然豊か', '町', '子ども', '想像', '西東京', '将来', '可能', '子ども', '期待', '思い', '重要', '仕事', '懇談', '思い']",
5,時間がなくなりましたからどんどんはしょって申し上げますがその後剪定枝のチップ試行から全面実施へと今試行されておりますけれども本来西東京にも──旧田無でもでも武蔵野でも武蔵野の雑木林というがたくさん残っておりました材木なんかに使うとすれば杉だとかそういうを植えればいいですけれどもこれは材木にしたじゃないですね私も農家の出身ですからくず掃き掃きと言っていたですけれども落ち葉を掃いてそれを積み重ねて腐葉土にするともう一つは薪ですよねクヌギコナガラを薪にすると今で言うと萌芽更新にもなるですけれども大部分がそういった用途に占めていたというになるですけれどもこれと同じに剪定枝のチップによる堆肥はやっぱり畑の土壌を大変豊かにしてくれますこういうをすき込むによって地味が力を発揮してくるというですね化学肥料を使わずにまず土──西東京にも土研究というなを農家の方々がやっておりましてまず土をつくる土をつくるによっていい作物ができるというが大部分保障されたなだと言い過ぎかもしれませんけれどもそういうことがあるわけですそうしますとこういうリサイクルというに簡単に言うができるかもしれませんけれどもせっかくまだあるぐらいの農地は有機な栽培のできる可能が強いですからそういう意味ではせっかく剪定枝がたくさん出ているですのでそれをさらに幅広く実施していくべきではないかなというに思います一昨年安城に剪定枝のチップのリサイクルプラントの視察に農業委員で行きましたけれども農家から引っ張りだこだそうですねもうとかそういうに予約で埋まっちゃっているというに言われておりましたそれだけ理解をしていただけると同時に農家の方々がそれを有効利用してより有機な栽培をして市民の皆さんに地元のおいしい野菜を提供していただくなんていうを考えていけるではないかなというに思います,"['時間', 'その後剪定枝', 'チップ試行', '全面実施', '試行', '本来西東京', '田無', '武蔵野', '武蔵野', '雑木林', 'たくさん', '材木', '杉', '材木', '農家', '出身', 'くず', '落ち葉', '腐葉土', '一つ', '薪', 'クヌギコナガラ', '薪', '今', '萌芽更新', '部分', '用途', '剪定枝', 'チップ', '堆肥', '畑', '土壌', '大変豊か', '地味', '力', '発揮', '化学肥料', '土', '西東京', '土研究', 'なを農家', '方々', '土', '土', '作物', '部分保障', 'ぎかもしれませんけれどもそういうことがあるわけですそうしますとこういうリサイクル', '簡単', '農地', '有機', '栽培', '可能', '意味', '剪定枝', 'たくさん', '実施', '一昨年安城', '剪定枝', 'チップ', 'リサイクルプラント', '視察', '農業委員', '農家', '引っ張りだこ', '予約', '理解', '農家', '方々', '有効利用', '有機', '栽培', '市民', '皆さん', '地元', '野菜', '提供']",
6,それから大きなは教育施設や子育て支援施設を迷惑施設ととらえる市民もいるとこれは少し言い過ぎかなと私は思いましたけれどもそんなふうにとらえる人もいらっしゃるですね子育て支援や青少年の育成は社会全体で取り組む命題であるとまさに今痛ましい事件が続発しておりまして大変悲しくさせられるですけれどもそういっただけではなくて学校なんかがありますと子どもの声がうるさいとか音楽がうるさいとか樹木があれば日影になるとか落ち葉が大変とかまさに今申し上げた遠くの緑近くの緑と同じななですけれども野鳥が樹木と電信柱を往復して電信柱の下にふんがたくさん落ちるとか屋根にいっぱい落とされてしまうとかいろんな話があるですそういう苦情に対してほんのの人かもしれませんけれどもこういうに対して教育結構エネルギーを使っているじゃないですかそれも最初の話と同じに市民合意を得ていくなそういうがとても大切じゃないかなというに思いますそこで対応はどうしているかそしてまた市民の皆さんの理解は──この間質問の聞き取り調査でお電話をいただきましたけれどもとてもすてきだななんていうをされている中学校のお話をお聞きいたしましたけれども市民の皆さんに理解をしていただくなどういう対応をなされていくかというをお聞きしたいと思います私の申し上げたは即効のあるではなく提言のなになるかと思いますが長い目で見ると同時に今からスタートしていかなければならないもあるではないかというに思いますよろしく御答弁をお願いいたします,"['教育施設', '子育て支援施設', '迷惑施設', '市民', '言い過ぎ', '人', '子育て支援', '青少年', '育成', '社会全体', '命題', '今', '事件', '続発', '大変', '学校', '子ども', '声', '音楽', '樹木', '日影', '落ち葉', '大変', '今', '遠く', '緑近く', '緑', '同じ', '野鳥', '樹木', '電信柱', '往復', '電信柱', '下', 'ふん', 'たくさん', '屋根', '話', '苦情', 'の人', '教育', 'エネルギー', '最初', '話', '市民合意', '大切', '対応', '市民', '皆さん', '理解', '調査', '電話', 'すてき', '中学校', 'お話', '市民', '皆さん', '理解', '対応', '即効', '提言', '目', '今', 'スタート', 'お願い']",
7,第の質問とさせていただきます,[],
8,〔市長登壇〕,[],
9,	:◯市長（）議員の一般質問にお答えをいたします,[''],
