,text,Onlynouns,selectednouns
0,避難開設訓練に月田無第中学校で避難開設訓練実施れこ訓練に各学校避難運営協議や初動要員職員も参加され多く参加開設訓練事前案内によりと実施目的とアクションカードに基づいた避難開設作業実際に体験で現状避難開設課題把握各避難運営協議検討材料今回訓練実施目的より詳細に,"['避難開設訓練', '月田', '中学校', '避難開設訓練実施れこ訓練', '学校避難運営協議', '初動要員職員', '参加', '多く参加開設訓練事前案内', '実施目的', 'アクションカード', '避難開設作業', '体験', '現状避難開設課題把握', '避難運営協議検討材料今回訓練実施目的', '詳細']",
1,特殊詐欺に市長月西東京と田無警察と特殊詐欺撲滅に一層連携・調整強化し被害防止に取り組むで市民財産守るべく全力で取り組む宣言今回特殊詐欺撲滅宣言で西東京とど取組行ってか田無警察と連携でどか,"['特殊詐欺', '田無警察', '特殊詐欺撲滅', '連携', '調整強化', '被害防止', '市民財産', '全力', '宣言今回特殊詐欺撲滅宣言', '西東京とど取組', '田無警察', '連携']","['田無警察', '田無警察']"
2,ひばりヶ丘周辺まちに()都市計画道路進捗状況にひばりヶ丘北口交通ネットワーク非常にな都市計画道路進捗状況にひばりヶ丘北口で前に都市計画道路開通し駅北口までバス乗り入れる保谷北口方面へ向かうに保谷志木まで狭隘なひばりヶ丘北口道路通らてず大変危険で都市計画道路進捗状況,"['ひばりヶ丘周辺まち', '都市計画道路進捗状況', 'ひばりヶ丘北口交通ネットワーク非常', '都市計画道路進捗状況', 'ひばりヶ丘北口', '前', '都市計画道路開通', '駅北口', 'バス', '保谷北口方面', '保谷志木', '狭隘', 'ひばりヶ丘北口道路', '大変危険', '都市計画道路進捗状況']",
3,()とひばりヶ丘北口駅舎に市有件で西武鉄道と協定により西武に無償で貸与いるに利用い西東京と利用かそに,"['ひばりヶ丘北口駅舎', '市有件', '西武鉄道', '協定', '西武', '無償', '貸与', '利用', '西東京', '利用']",['西武鉄道']
4,デジタル改革関連と地方自治にい我国ＩＴ戦略平成ｅＪａｐａｎ戦略始まりにインフラ整備とＩＴ利活用推進政府ＣＩＯ設置や平成官民データ基本成立平成に世界最先端ＩＴ国家創造宣言・官民データ活用推進基本計画策定しデータ利活用通じた社会課題解決や全て国民ＩＴやデータ活用便益享受社会進められてきＩＴ新戦略「国民安全で安心暮らせ豊か実感デジタル社会実現」と基本な下で社会全体デジタル進める各種取組加速させる社会基盤整備もに社会全体通じたデジタルガバメント構築うたわれて一方で新型コロナウイルス感染契機に社会大きな変化強いデジタルトランスフォーメーションＤＸへで中手続オンライン課題浮き彫りデジタル手続通称でデジタルファーストと呼ばれるこ法律で行政手続オンライン原則示され行政在り方原則デジタルに転換とこデジタル前提と次社会社会基盤構築必要示関連様々な規定も整備されデジタル分野課題解決本年５月６つ法律成るデジタル改革関連成立し地方自治体自治体ＤＸ推進計画つつ足並みそろえたられてで,"['デジタル改革関連', '地方自治', '我国T戦略平成EJAPAN戦略始まり', 'インフラ整備', 'T利活用推進政府CO設置', '平成官民データ基本成立平成', '世界最先端T国家創造宣言', '官民データ活用推進基本計画策定', 'データ利活用', '社会課題解決', '全て国民T', 'データ活用便益享受社会', 'T', '戦略', '国民安全', '安心', '豊か実感デジタル社会実現', '基本', '下', '社会全体デジタル', '各種取組加速', '社会基盤整備', '社会全体', 'デジタルガバメント構築', '新型コロナウイルス感染契機', '社会', '変化', 'デジタルトランスフォーメーションDX', '手続オンライン課題浮き彫りデジタル手続通称', 'デジタルファースト', 'こ法律', '行政手続オンライン原則', '行政在り方原則デジタル', '転換とこデジタル前提', '次社会社会基盤構築必要示関連様々', '規定', '整備', 'デジタル分野課題解決本年5月6', '法律', 'デジタル改革関連成立', '地方自治体自治体DX推進計画', '足並み']",
5,自治体業務漢字表記（文字）問題で自治体ＤＸ推進計画で情報システム標準共通情報システムデータ連携やフォン行政サービス利用進めるにこ文字にも標準必要となるでかと思われ現状や課題方向に,"['自治体業務漢字表記文字問題', '自治体DX推進計画', '情報システム標準共通情報システムデータ連携', 'フォン行政サービス利用', 'こ文字', '標準必要', '現状', '課題方向']",
6,２つ目先も少し触れ本市情報システム標準共通に取組状況に現状やスケジュール課題現時点で検討状況,"['目先', '本市情報システム標準共通', '取組状況', '現状', 'スケジュール課題現時点', '検討状況']",
7,個人情報保護条例問題でこれ多大で大容量データ扱う情報通信技術発展によりデータ利活用高まり官民や地域超えたデータ利活用活発でデータ適正な利用ルール整備必要社会全体でデジタルに個人情報保護とデータ流通両立ルール必要で問題データ利活用支障得る現行法制不均衡不整合是正ため進める個人情報保護制度見直しに対西東京取組に,"['個人情報保護条例問題', 'これ多大', '容量データ', '情報通信技術発展', 'データ利活用高まり官民', '地域', 'データ利活用活発', 'データ適正', '利用ルール整備必要社会全体', 'デジタル', '個人情報保護', 'データ流通両立ルール必要', '問題データ利活用支障', '現行法制', '均衡', '整合是正ため', '個人情報保護制度見直し', '対西東京取組']",['デジタル']
8,白子上流雨水幹線にで西東京で白子周辺で様々な溢水対策実施きポンプ貯留施設へ改修白子上流雨水幹線整備白子川上雨水幹線で約整備完了区間に排水ポンプ設置し雨水貯留施設と運用たいこ白子上流雨水幹線に詳細なルートどこどこまで区間でかそ区間どれくらい長か,"['白子上流雨水幹線', '西東京', '白子周辺', '様々', '溢水対策実施', 'ポンプ貯留施設', '改修白子上流雨水幹線整備白子川上雨水幹線', '整備完了区間', '排水ポンプ設置', '雨水貯留施設', '運用たいこ白子上流雨水幹線', '詳細', 'ルートどこどこ', '区間', '区間どれ', '長']",
9,保谷市有に保谷市有にま本年第定例予算特別委員取り上げこ土地本年度と売却対象とアクションプランで未利用市有効果な活用に検討し歳入確保と予算特別委員でで売却で施設更新需要にに変更新型コロナウイルス感染不動産取引に与える影響不透明なや２月公募に対参加いで当初予算へ計上見送ったでこう新型コロナウイルス感染影響もできこ市有と隣接都市計画道路整備進められている現状も西東京財政状況厳しいでこ保谷効果な活用にどにか,"['保谷市有', '保谷市有', '本年', '定例予算特別委員', '土地本年度', '売却対象', 'アクションプラン', '利用市有効果', '活用', '検討', '歳入確保', '予算特別委員', '売却', '施設更新需要', '変更新型コロナウイルス感染不動産取引', '影響不透明', '2月公募', '対参加', '当初予算', '計上', '新型コロナウイルス感染影響', '市有', '隣接都市計画道路整備', '現状', '西東京財政状況', '保谷効果', '活用']",['新型コロナウイルス感染影響']
10,最後オンライン授業にで９月小学校と田無第中学校オンライン授業視察田無第中学校でオンライン授業にアンケート結果まとめていてそアンケートに校長先生説明頂き田無ＧＩＧＡスクール推進にも指定ま校長先生アンケートに一つ一つ丁寧に説明でオンライン授業課題にも説明頂き各学校でオンライン授業課題に教育委員と把握いるか各学校でオンライン授業課題に情報共有行う機会一般で同僚オンライン授業課題１つと目痛い視力低下指摘そういった課題に報告やに対にオンライン授業実施によって不登校子供影響にも,"['最後オンライン授業', '9月小学校', '田無', '中学校オンライン授業視察田無', '中学校', 'オンライン授業', 'アンケート結果', 'そアンケート', '校長先生説明', '田無GGAスクール推進', '指定', '校長先生アンケート', '一つ一つ丁寧', '説明', 'オンライン授業課題', '説明', '学校', 'オンライン授業課題', '教育委員', '把握', '学校', 'オンライン授業課題', '情報共有', '機会一般', '同僚オンライン授業課題1', '目', '視力低下指摘', '課題', '報告', '対', 'オンライン授業実施', '登校子供影響']",['オンライン授業']
11,で避難開設訓練に去る月に実施田無第中学校で避難開設訓練に各避難運営協議委員方々に参加もに市職員初動要員参加今回避難開設訓練で市で独自に作成アクションカードに基づき避難開設作業実際に体験で現状避難開設作業課題把握しこ課題各避難運営協議検討材料に目的と今回訓練におきま特にシナリオ設定せずに実施避難で訓練参加戸惑う状況もこれ実災害にも起こり得る状況とあえてそ状況再現訓練実施で訓練参加皆様にもいろいろな気づきあったかとて訓練実施アンケート約大変よかったよかったと回答未回答でとか方々貴重な意見や気づいた頂戴でこれら精査しアクションカードに反映でスムーズな避難開設実現今回避難開設訓練開始に当たりま訓練参加へ訓練ど進めてかもう少し具体に説明し大まかな進め方もらうより実効高い訓練にと感じで担当部署へ次回訓練で改善指示,"['避難開設訓練', '月', '実施田無', '中学校', '避難開設訓練', '避難運営協議委員方々', '参加', '市職員初動要員参加今回避難開設訓練', '市', '独自', '作成アクションカード', '避難開設作業', '体験', '現状避難開設作業課題把握しこ課題', '避難運営協議検討材料', '目的', '今回訓練', 'シナリオ設定', '実施避難', '訓練参加', '状況', '災害', '状況', 'そ状況再現訓練実施', 'いろいろ', '訓練実施アンケート', '大変', '回答', '回答', '方々貴重', '意見', '頂戴', 'これら精査', 'アクションカード', '反映', 'スムーズ', '避難開設実現今回避難開設訓練開始', '訓練参加', '訓練', '具体', '説明', '大まか', '進め方', '実効', '訓練', '感じ', '担当部署', '次回訓練', '改善指示']",['災害']
